,appid,name,review_score,total_positive,total_negative,total_reviews,type,required_age,is_free,short_description,publishers,price_overview,platforms,categories,genres,release_date,price,genres_clean,Gore,Software Training,Animation & Modeling,Racing,Web Publishing,Action,Free to Play,Sports,Massively Multiplayer,Strategy,Casual,Design & Illustration,Early Access,Simulation,Sexual Content,Indie,Adventure,Nudity,Audio Production,Violent,RPG,Video Production,Utilities
0,1648390,ScooterFlow,8,446,21,467,game,0,False,"The world’s most realistic freestyle scooter game is finally here. Ride the skatepark, hit the streets, boost the mega ramp, fully customize your scooter &amp; throw down all of the real life trick combinations you could dream of within this physics based scooter game.",['UncannyKiwi'],"{'currency': 'EUR', 'initial': 1379, 'final': 965, 'discount_percent': 30, 'initial_formatted': '13,79€', 'final_formatted': '9,65€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}]","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}, {'id': '70', 'description': 'Early Access'}]","{'coming_soon': False, 'date': '29 Nov, 2021'}",1379.0,['Casual' 'Indie' 'Simulation' 'Sports' 'Early Access'],0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
1,1648610,Malum,6,146,53,199,game,0,False,Malum is the premier C-list horror game. Run from a motely collection of bizarre demons then summon in some guns to turn the tables on them. Best enjoyed with friends.,['MalumGames'],"{'currency': 'EUR', 'initial': 399, 'final': 199, 'discount_percent': 50, 'initial_formatted': '3,99€', 'final_formatted': '1,99€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 18, 'description': 'Partial Controller Support'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]","{'coming_soon': False, 'date': '2 Sep, 2021'}",399.0,['Action' 'Adventure' 'Indie'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2,1647962,Hell Let Loose – Lethal Tide,8,70,6,76,dlc,0,False,Unlock access to the Lethal Tide DLC.,['Team17'],"{'currency': 'EUR', 'initial': 499, 'final': 249, 'discount_percent': 50, 'initial_formatted': '4,99€', 'final_formatted': '2,49€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 21, 'description': 'Downloadable Content'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 18, 'description': 'Partial Controller Support'}]","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]","{'coming_soon': False, 'date': '27 Jul, 2021'}",499.0,['Action' 'Indie' 'Massively Multiplayer' 'Simulation' 'Strategy'],0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3,1647550,NEO: The World Ends with You,8,224,11,235,game,0,False,&quot;Only the possibility of you can change our fate&quot; Rindo comes to the grim realization that his life is on the line when he is forced to compete in the so-called &quot;Reapers' Game.&quot;,['Square Enix'],"{'currency': 'EUR', 'initial': 5999, 'final': 2999, 'discount_percent': 50, 'initial_formatted': '59,99€', 'final_formatted': '29,99€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '1', 'description': 'Action'}, {'id': '3', 'description': 'RPG'}]","{'coming_soon': False, 'date': '19 Oct, 2022'}",5999.0,['Action' 'RPG'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1647730,Zool Redimensioned,8,68,2,70,game,0,False,"The Ninja of the Nth Dimension is back! Explore vibrant retro landscapes, discover hidden secrets and take down menacing bosses in a modern reimagining of the classic action platforming adventure Zool.",['Secret Mode'],"{'currency': 'EUR', 'initial': 799, 'final': 271, 'discount_percent': 66, 'initial_formatted': '7,99€', 'final_formatted': '2,71€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 18, 'description': 'Partial Controller Support'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]","{'coming_soon': False, 'date': '18 Aug, 2021'}",799.0,['Action' 'Adventure'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,1647190,World End Diner,8,121,2,123,game,0,False,"Run a diner on the last island in the world after the destruction of humankind! For the cute animals and robots that survived, cook delicious food, run a farm, explore the forest, and create the best diner!",['Andymente'],"{'currency': 'EUR', 'initial': 1249, 'final': 1049, 'discount_percent': 16, 'initial_formatted': '12,49€', 'final_formatted': '10,49€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 25, 'description': 'Steam Leaderboards'}]","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]","{'coming_soon': False, 'date': '18 Jun, 2021'}",1249.0,['Adventure' 'Indie' 'Simulation' 'Early Access'],0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
6,1645820,SurrounDead,8,808,99,907,game,0,False,SurrounDead is an open world survival game. Taking place in a world ravaged by an apocalyptic catastrophe. The dead reign free and will stop at nothing to kill you.,['PlaySurrounDead'],"{'currency': 'EUR', 'initial': 1329, 'final': 996, 'discount_percent': 25, 'initial_formatted': '13,29€', 'final_formatted': '9,96€'}","{'windows': True, 'mac': False, 'linux': True}","[{'id': 2, 'description': 'Single-player'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]","{'coming_soon': False, 'date': '24 Jun, 2022'}",1329.0,['Action' 'Adventure' 'Indie' 'RPG' 'Early Access'],0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
7,1644960,NBA 2K22,5,7879,3555,11434,game,0,False,"NBA 2K22 puts the entire basketball universe in your hands. Anyone, anywhere can hoop in NBA 2K22.",['2K'],"{'currency': 'EUR', 'initial': 5999, 'final': 5999, 'discount_percent': 0, 'initial_formatted': '', 'final_formatted': '59,99€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 37, 'description': 'Shared/Split Screen PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 39, 'description': 'Shared/Split Screen Co-op'}, {'id': 24, 'description': 'Shared/Split Screen'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 35, 'description': 'In-App Purchases'}, {'id': 23, 'description': 'Steam Cloud'}, {'id': 42, 'description': 'Remote Play on Tablet'}, {'id': 44, 'description': 'Remote Play Together'}]","[{'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]","{'coming_soon': False, 'date': '9 Sep, 2021'}",5999.0,['Simulation' 'Sports'],0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1644490,Occult,6,273,86,359,game,0,False,"Occult is a dynamic cooperative game with elements of horror and quest. You are waiting for a variety of opponents, puzzles and endings!",['Renderise'],"{'currency': 'EUR', 'initial': 399, 'final': 319, 'discount_percent': 20, 'initial_formatted': '3,99€', 'final_formatted': '3,19€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}]","{'coming_soon': False, 'date': '19 May, 2022'}",399.0,['Action' 'Adventure' 'Indie' 'Massively Multiplayer'],0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9,1644840,Kittens and Yarn,8,66,3,69,game,0,False,Move the pieces of place and untangle the wool yarn for these cute kittens.,['Pinel Games'],"{'currency': 'EUR', 'initial': 159, 'final': 103, 'discount_percent': 35, 'initial_formatted': '1,59€', 'final_formatted': '1,03€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}]","[{'id': '4', 'description': 'Casual'}]","{'coming_soon': False, 'date': '17 Jun, 2021'}",159.0,['Casual'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,1643210,SCUM Deluxe 2,8,58,5,63,dlc,0,False,To mark the halfway point of our Early Access development we are excited to present SCUM supporter pack #2! By popular demand we are releasing another round of extra goodies for wonderful people that wish to further support SCUM development.,['Gamepires'],"{'currency': 'EUR', 'initial': 819, 'final': 819, 'discount_percent': 0, 'initial_formatted': '', 'final_formatted': '8,19€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 20, 'description': 'MMO'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 21, 'description': 'Downloadable Content'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 15, 'description': 'Stats'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '28', 'description': 'Simulation'}]","{'coming_soon': False, 'date': '26 May, 2021'}",819.0,['Action' 'Adventure' 'Indie' 'Massively Multiplayer' 'Simulation'],0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
11,1641940,For Honor - Kyoshin Hero,6,47,14,61,dlc,0,False,"Become a Kyoshin, a mystical Samurai whose elegance and prowess will leave everyone in awe on the battlefield.",['Ubisoft'],"{'currency': 'EUR', 'initial': 799, 'final': 799, 'discount_percent': 0, 'initial_formatted': '', 'final_formatted': '7,99€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 21, 'description': 'Downloadable Content'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 35, 'description': 'In-App Purchases'}, {'id': 18, 'description': 'Partial Controller Support'}]","[{'id': '1', 'description': 'Action'}]","{'coming_soon': False, 'date': '22 Jul, 2021'}",799.0,['Action'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1642170,Dawn of the Monsters,8,56,4,60,game,0,False,"The cataclysmic battle between giant monsters has begun in this manga-inspired, side-scrolling, kaiju beat-'em-up!",['WayForward'],"{'currency': 'EUR', 'initial': 2499, 'final': 1749, 'discount_percent': 30, 'initial_formatted': '24,99€', 'final_formatted': '17,49€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 9, 'description': 'Co-op'}, {'id': 39, 'description': 'Shared/Split Screen Co-op'}, {'id': 24, 'description': 'Shared/Split Screen'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 23, 'description': 'Steam Cloud'}, {'id': 44, 'description': 'Remote Play Together'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]","{'coming_soon': False, 'date': '15 Mar, 2022'}",2499.0,['Action' 'Adventure'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1641670,EdgeOfTheAbyssAwaken,6,59,16,75,game,0,False,"&quot;Edge of the abyss Awakening&quot; is an adventure game that combines third-person, action, Roguelite and RPG strategy selection. Players can match different weapons, entries and talents to form various gameplays for adventurous challenges. You can play solo or in teams of up to three people.",['TrinityBJ'],"{'currency': 'EUR', 'initial': 1599, 'final': 1599, 'discount_percent': 0, 'initial_formatted': '', 'final_formatted': '15,99€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 48, 'description': 'LAN Co-op'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 18, 'description': 'Partial Controller Support'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]","{'coming_soon': False, 'date': '19 Jun, 2022'}",1599.0,['Action' 'Indie' 'RPG' 'Strategy'],0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
14,1641830,Axis Football 2021,5,73,40,113,game,0,False,"Axis Football is a simulation-style football game featuring the industry's best franchise mode, massive customization, and realistic gameplay.",['Axis Games'],"{'currency': 'EUR', 'initial': 1249, 'final': 936, 'discount_percent': 25, 'initial_formatted': '12,49€', 'final_formatted': '9,36€'}","{'windows': True, 'mac': True, 'linux': True}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 37, 'description': 'Shared/Split Screen PvP'}, {'id': 24, 'description': 'Shared/Split Screen'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 18, 'description': 'Partial Controller Support'}, {'id': 23, 'description': 'Steam Cloud'}, {'id': 44, 'description': 'Remote Play Together'}]","[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}, {'id': '2', 'description': 'Strategy'}]","{'coming_soon': False, 'date': '26 Aug, 2021'}",1249.0,['Indie' 'Simulation' 'Sports' 'Strategy'],0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
15,1640720,WTF is wrong with you?,8,247,18,265,game,0,False,"Have you ever wondered WTF Is Wrong With You? Well, so have we... Let's find out together, shall we?",['Randumb Studios'],"{'currency': 'EUR', 'initial': 159, 'final': 127, 'discount_percent': 20, 'initial_formatted': '1,59€', 'final_formatted': '1,27€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 28, 'description': 'Full controller support'}]","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}]","{'coming_soon': False, 'date': '14 Jun, 2021'}",159.0,['Adventure' 'Casual' 'Simulation'],0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
16,1640470,Tribute to the Liberation of Italy,5,39,32,71,dlc,0,False,"Command 8 new unique divisions with the Steel Division 2: Tribute to the Liberation of Italy expansion. Discover the multinational face of battle with fully voiced Italian, Brazilian, and Indian nations, new infantry and soldier models, 300 new units, and dozens of new vehicles and planes.",['Eugen Systems'],"{'currency': 'EUR', 'initial': 1999, 'final': 1399, 'discount_percent': 30, 'initial_formatted': '19,99€', 'final_formatted': '13,99€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 21, 'description': 'Downloadable Content'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 30, 'description': 'Steam Workshop'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]","{'coming_soon': False, 'date': '2 Feb, 2022'}",1999.0,['Action' 'Indie' 'Simulation' 'Strategy'],0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
17,1639610,"Save Me, Sakuya-san!",8,347,5,352,game,0,False,She's here to help! Let Sakuya Izayoi from the Touhou Project comfort you after encountering some hardships in this beautiful visual novel that aims to heal your troubles away!,['Sigyaad Team'],"{'currency': 'EUR', 'initial': 239, 'final': 143, 'discount_percent': 40, 'initial_formatted': '2,39€', 'final_formatted': '1,43€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 29, 'description': 'Steam Trading Cards'}]","[{'id': '4', 'description': 'Casual'}]","{'coming_soon': False, 'date': '2 Jun, 2021'}",239.0,['Casual'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,1639430,Princess&Blade,8,64,13,77,game,0,False,"A Clothing collection ARPG. Create set properties according to your clothing. Hundreds of clothes for the protagonist to enjoy, experience different battle strategies based on different outfits. Dress sexy or suit up like a heavily armoured angel of death.",['XP Liu'],"{'currency': 'EUR', 'initial': 799, 'final': 599, 'discount_percent': 25, 'initial_formatted': '7,99€', 'final_formatted': '5,99€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]","{'coming_soon': False, 'date': '7 Jul, 2021'}",799.0,['Action' 'Adventure' 'Indie' 'RPG' 'Early Access'],0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
19,1637730,Crystal Project,8,1127,89,1216,game,0,False,"Crystal Project is a non-linear JRPG where you are the maker of your own adventure. Explore the world while you find Crystals, unlock classes, learn abilities, and create a strategy capable of taking down the world's toughest bosses. Or just stick to exploring; it's up to you.",['Andrew Willman'],"{'currency': 'EUR', 'initial': 1159, 'final': 869, 'discount_percent': 25, 'initial_formatted': '11,59€', 'final_formatted': '8,69€'}","{'windows': True, 'mac': True, 'linux': True}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]","{'coming_soon': False, 'date': '31 Mar, 2022'}",1159.0,['Adventure' 'Indie' 'RPG' 'Strategy'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
20,1637230,Metal Max Xeno Reborn,5,27,26,53,game,0,False,"Metal Max Xeno Reborn is an action JRPG with real-time battle and vehicle combat elements. Join Talis, a lone hunter, and search for allies in a vengeance-charged war against monsters &amp; robotic enemies. Learn new skills and collect and customize tanks as you journey through a devastated world.",['PQube'],"{'currency': 'EUR', 'initial': 3999, 'final': 2999, 'discount_percent': 25, 'initial_formatted': '39,99€', 'final_formatted': '29,99€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}]","{'coming_soon': False, 'date': '10 Jun, 2022'}",3999.0,['Action' 'Adventure' 'RPG'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21,1637370,Letters From a Rainy Day -Oceans and Lace-,8,61,3,64,game,0,False,"Luscious artwork brings the beautiful streets of Kamakura in June to life in this bittersweet sapphic story of a romance that begins with blackmail... This is a yuri adventure game based on the theme of love between girls at a lady's school in Kamakura, Japan.","['HUBLOTS', 'mirai works']","{'currency': 'EUR', 'initial': 1399, 'final': 1049, 'discount_percent': 25, 'initial_formatted': '13,99€', 'final_formatted': '10,49€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}]","[{'id': '25', 'description': 'Adventure'}]","{'coming_soon': False, 'date': '29 Jun, 2021'}",1399.0,['Adventure'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,1637140,Fishards,8,57,1,58,game,0,False,"Combine the intense, skill-shot PVP of Magicka or Battlerite with some wacky 2-legged-fish and you've got yourself Fishards! The unique spell combining mechanic creates a brand new type of PvP​ ​arena​ experience that you have to try with friends!",['Rivernotch Game Studio'],"{'currency': 'EUR', 'initial': 569, 'final': 569, 'discount_percent': 0, 'initial_formatted': '', 'final_formatted': '5,69€'}","{'windows': True, 'mac': True, 'linux': True}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 22, 'description': 'Steam Achievements'}]","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]","{'coming_soon': False, 'date': '3 Nov, 2021'}",569.0,['Action' 'Indie'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,1635590,My Friend Peppa Pig,8,87,21,108,game,0,False,"Start a fun-filled adventure with Peppa Pig. Create your style, meet favorite characters, and play in Peppa’s world. It’s just like being in the TV show!",['Outright Games Ltd.'],"{'currency': 'EUR', 'initial': 3999, 'final': 1999, 'discount_percent': 50, 'initial_formatted': '39,99€', 'final_formatted': '19,99€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}]","[{'id': '25', 'description': 'Adventure'}]","{'coming_soon': False, 'date': '22 Oct, 2021'}",3999.0,['Adventure'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,1635960,Football Manager 2022 In-game Editor,4,34,81,115,dlc,0,False,"The in-game editor enables the real-time editing of a number of items within Football Manager, such as a player's entire attribute profile.",['SEGA'],"{'currency': 'EUR', 'initial': 799, 'final': 799, 'discount_percent': 0, 'initial_formatted': '', 'final_formatted': '7,99€'}","{'windows': True, 'mac': True, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 21, 'description': 'Downloadable Content'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}, {'id': '2', 'description': 'Strategy'}]","{'coming_soon': False, 'date': '8 Nov, 2021'}",799.0,['Simulation' 'Sports' 'Strategy'],0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
25,1634040,Dead by Daylight - Resident Evil Chapter,8,595,145,740,dlc,0,False,"Resident Evil is a new Chapter for Dead by Daylight. It includes a Killer, Nemesis; two Survivors, Leon S. Kennedy and Jill Valentine; and a new map. Purchasing the add-on unlocks the new Killer, both Survivors, and an exclusive universal Charm.",['Behaviour Interactive Inc.'],"{'currency': 'EUR', 'initial': 1199, 'final': 599, 'discount_percent': 50, 'initial_formatted': '11,99€', 'final_formatted': '5,99€'}","{'windows': True, 'mac': False, 'linux': False}","[{'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 27, 'description': 'Cross-Platform Multiplayer'}, {'id': 21, 'description': 'Downloadable Content'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 23, 'description': 'Steam Cloud'}, {'id': 41, 'description': 'Remote Play on Phone'}, {'id': 42, 'description': 'Remote Play on Tablet'}, {'id': 43, 'description': 'Remote Play on TV'}]","[{'id': '1', 'description': 'Action'}]","{'coming_soon': False, 'date': '15 Jun, 2021'}",1199.0,['Action'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1634150,Behind the Frame: The Finest Scenery,9,931,49,980,game,0,False,"Guide brush strokes and solve a variety of puzzles to help an aspiring artist complete her masterpiece amid her brusque neighbor’s gaze and his pesky cat. As her painting starts to take shape, uncover an emotional tale of chance and artistry revealed behind unrelated yet familiar moments.","['Akupara Games', 'Akatsuki Taiwan Inc.']","{'currency': 'EUR', 'initial': 1079, 'final': 722, 'discount_percent': 33, 'initial_formatted': '10,79€', 'final_formatted': '7,22€'}","{'windows': True, 'mac': True, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 23, 'description': 'Steam Cloud'}, {'id': 41, 'description': 'Remote Play on Phone'}, {'id': 42, 'description': 'Remote Play on Tablet'}]","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]","{'coming_soon': False, 'date': '25 Aug, 2021'}",1079.0,['Adventure' 'Casual' 'Indie'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
